country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
Mali,MEASLES,Measles,AFR,2017,26,"Measles-containing vaccine, 1st dose",MCV1,756614,658789
Mali,TTETANUS,"Total tetanus",AFR,2017,7,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,943800,636508
Mozambique,MEASLES,Measles,AFR,2017,122,"Measles-containing vaccine, 1st dose",MCV1,1058012,1045046
Mozambique,MEASLES,Measles,AFR,2017,122,"Measles-containing vaccine, 2nd dose",MCV2,1058012,631041
Madagascar,TTETANUS,"Total tetanus",AFR,2017,61,"DTP-containing vaccine, 1st dose",DTPCV1,850166,819063
Guinea,TTETANUS,"Total tetanus",AFR,2017,103,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,513569,316665
Guinea,YFEVER,"Yellow fever",AFR,2017,1,"Yellow fever vaccine",YFV,410855,404360
Guinea,MEASLES,Measles,AFR,2017,2036,"Measles-containing vaccine, 1st dose",MCV1,410855,411509
Guinea,TTETANUS,"Total tetanus",AFR,2017,103,"DTP-containing vaccine, 3rd dose",DTPCV3,410855,408007
Guinea,TTETANUS,"Total tetanus",AFR,2017,103,"DTP-containing vaccine, 1st dose",DTPCV1,410855,436872
Ghana,TTETANUS,"Total tetanus",AFR,2017,538,"DTP-containing vaccine, 1st dose",DTPCV1,1100226,1111550
Ghana,TTETANUS,"Total tetanus",AFR,2017,538,"DTP-containing vaccine, 3rd dose",DTPCV3,1100226,1119742
Ghana,MEASLES,Measles,AFR,2017,19,"Measles-containing vaccine, 1st dose",MCV1,1100226,1040141
Ghana,MEASLES,Measles,AFR,2017,19,"Measles-containing vaccine, 2nd dose",MCV2,1100226,908217
Gambia,TTETANUS,"Total tetanus",AFR,2017,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,88968,58439
Ghana,RUBELLA,Rubella,AFR,2017,17,"Rubella-containing vaccine, 1st dose",RCV1,1100226,1040141
Ghana,TTETANUS,"Total tetanus",AFR,2017,538,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1158133,744859
Eritrea,MEASLES,Measles,AFR,2017,1199,"Measles-containing vaccine, 2nd dose",MCV2,103467,68478
Eritrea,MEASLES,Measles,AFR,2017,1199,"Measles-containing vaccine, 1st dose",MCV1,106364,76643
Eritrea,PERTUSSIS,Pertussis,AFR,2017,156,"DTP-containing vaccine, 3rd dose",DTPCV3,106364,76405
Eritrea,DIPHTHERIA,Diphtheria,AFR,2017,3,"DTP-containing vaccine, 3rd dose",DTPCV3,106364,76405
Gambia,MEASLES,Measles,AFR,2017,1,"Measles-containing vaccine, 2nd dose",MCV2,82127,56048
Gambia,MEASLES,Measles,AFR,2017,1,"Measles-containing vaccine, 1st dose",MCV1,82127,73875
Gambia,TTETANUS,"Total tetanus",AFR,2017,1,"DTP-containing vaccine, 3rd dose",DTPCV3,82127,75862
Gambia,TTETANUS,"Total tetanus",AFR,2017,1,"DTP-containing vaccine, 1st dose",DTPCV1,82127,76702
Ethiopia,MEASLES,Measles,AFR,2017,1921,"Measles-containing vaccine, 1st dose",MCV1,3016878,2759315
Ethiopia,NTETANUS,"Neonatal tetanus",AFR,2017,20,"Protection at birth (PAB) against neonatal tetanus",PAB,3207819,2995402
Gabon,MEASLES,Measles,AFR,2017,1075,"Measles-containing vaccine, 1st dose",MCV1,66618,42224
Eritrea,PERTUSSIS,Pertussis,AFR,2017,156,"DTP-containing vaccine, 1st dose",DTPCV1,106364,77692
Eritrea,DIPHTHERIA,Diphtheria,AFR,2017,3,"DTP-containing vaccine, 1st dose",DTPCV1,106364,77692
Guinea-Bissau,MEASLES,Measles,AFR,2017,11,"Measles-containing vaccine, 1st dose",MCV1,64853,42542
Senegal,TTETANUS,"Total tetanus",AFR,2017,251,"DTP-containing vaccine, 1st dose",DTPCV1,538549,525033
Senegal,TTETANUS,"Total tetanus",AFR,2017,251,"DTP-containing vaccine, 3rd dose",DTPCV3,538549,503572
Senegal,MEASLES,Measles,AFR,2017,11,"Measles-containing vaccine, 1st dose",MCV1,538549,479507
Senegal,MEASLES,Measles,AFR,2017,11,"Measles-containing vaccine, 2nd dose",MCV2,532446,372547
Senegal,RUBELLA,Rubella,AFR,2017,7,"Rubella-containing vaccine, 1st dose",RCV1,538549,479507
Senegal,TTETANUS,"Total tetanus",AFR,2017,251,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,543126,414841
"South Sudan",MEASLES,Measles,AFR,2017,487,"Measles-containing vaccine, 1st dose",MCV1,452649,338383
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2017,43,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,327211,409571
"Sierra Leone",MEASLES,Measles,AFR,2017,1873,"Measles-containing vaccine, 2nd dose",MCV2,270098,133330
"Sierra Leone",MEASLES,Measles,AFR,2017,1873,"Measles-containing vaccine, 1st dose",MCV1,270098,233276
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2017,43,"DTP-containing vaccine, 3rd dose",DTPCV3,270098,250382
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2017,43,"DTP-containing vaccine, 1st dose",DTPCV1,270098,265406
Rwanda,MEASLES,Measles,AFR,2017,145,"Measles-containing vaccine, 2nd dose",MCV2,339429,323583
Rwanda,RUBELLA,Rubella,AFR,2017,22,"Rubella-containing vaccine, 1st dose",RCV1,350803,356605
Rwanda,MEASLES,Measles,AFR,2017,145,"Measles-containing vaccine, 1st dose",MCV1,350803,356605
"Sierra Leone",NTETANUS,"Neonatal tetanus",AFR,2017,43,"Protection at birth (PAB) against neonatal tetanus",PAB,297465,232212
Algeria,RUBELLA,Rubella,AFR,2017,110,"Rubella-containing vaccine, 1st dose",RCV1,1047907,924669
Algeria,MEASLES,Measles,AFR,2017,112,"Measles-containing vaccine, 2nd dose",MCV2,1022355,943540
Algeria,PERTUSSIS,Pertussis,AFR,2017,6,"DTP-containing vaccine, 1st dose",DTPCV1,1047907,999846
Algeria,PERTUSSIS,Pertussis,AFR,2017,6,"DTP-containing vaccine, 3rd dose",DTPCV3,1047907,948691
Algeria,MEASLES,Measles,AFR,2017,112,"Measles-containing vaccine, 1st dose",MCV1,1047907,924669
Liberia,NTETANUS,"Neonatal tetanus",AFR,2017,22,"Protection at birth (PAB) against neonatal tetanus",PAB,192817,137420
Liberia,MEASLES,Measles,AFR,2017,960,"Measles-containing vaccine, 1st dose",MCV1,167667,144783
Liberia,TTETANUS,"Total tetanus",AFR,2017,22,"DTP-containing vaccine, 3rd dose",DTPCV3,167667,164390
Liberia,PERTUSSIS,Pertussis,AFR,2017,191,"DTP-containing vaccine, 3rd dose",DTPCV3,167667,164390
Liberia,TTETANUS,"Total tetanus",AFR,2017,22,"DTP-containing vaccine, 1st dose",DTPCV1,167667,174227
Liberia,PERTUSSIS,Pertussis,AFR,2017,191,"DTP-containing vaccine, 1st dose",DTPCV1,167667,174227
Lesotho,RUBELLA,Rubella,AFR,2017,8,"Rubella-containing vaccine, 1st dose",RCV1,38114,28931
Liberia,TTETANUS,"Total tetanus",AFR,2017,22,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,192817,137420
Liberia,YFEVER,"Yellow fever",AFR,2017,1,"Yellow fever vaccine",YFV,167667,139857
Zambia,TTETANUS,"Total tetanus",AFR,2017,26,"DTP-containing vaccine, 3rd dose",DTPCV3,656191,619438
Zambia,TTETANUS,"Total tetanus",AFR,2017,26,"DTP-containing vaccine, 1st dose",DTPCV1,656191,654822
Zimbabwe,TTETANUS,"Total tetanus",AFR,2017,3,"DTP-containing vaccine, 1st dose",DTPCV1,450473,418270
Zimbabwe,RUBELLA,Rubella,AFR,2017,4,"Rubella-containing vaccine, 1st dose",RCV1,450473,398692
Zimbabwe,TTETANUS,"Total tetanus",AFR,2017,3,"DTP-containing vaccine, 3rd dose",DTPCV3,450473,395948
Zimbabwe,MEASLES,Measles,AFR,2017,1,"Measles-containing vaccine, 1st dose",MCV1,450473,398692
Zimbabwe,MEASLES,Measles,AFR,2017,1,"Measles-containing vaccine, 2nd dose",MCV2,446013,342537
Zimbabwe,NTETANUS,"Neonatal tetanus",AFR,2017,3,"Protection at birth (PAB) against neonatal tetanus",PAB,389825,339081
"South Africa",PERTUSSIS,Pertussis,AFR,2017,102,"DTP-containing vaccine, 1st dose",DTPCV1,1139236,964838
"South Africa",DIPHTHERIA,Diphtheria,AFR,2017,4,"DTP-containing vaccine, 1st dose",DTPCV1,1139236,964838
"South Africa",TTETANUS,"Total tetanus",AFR,2017,1,"DTP-containing vaccine, 1st dose",DTPCV1,1139236,964838
Zambia,MEASLES,Measles,AFR,2017,13,"Measles-containing vaccine, 1st dose",MCV1,656191,632856
Zambia,MEASLES,Measles,AFR,2017,13,"Measles-containing vaccine, 2nd dose",MCV2,656191,418945
Zambia,RUBELLA,Rubella,AFR,2017,16,"Rubella-containing vaccine, 1st dose",RCV1,656191,632856
Zambia,TTETANUS,"Total tetanus",AFR,2017,26,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,885882,713377
Zimbabwe,TTETANUS,"Total tetanus",AFR,2017,3,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,549100,357121
"South Africa",MEASLES,Measles,AFR,2017,210,"Measles-containing vaccine, 2nd dose",MCV2,1163496,900159
"South Africa",MEASLES,Measles,AFR,2017,210,"Measles-containing vaccine, 1st dose",MCV1,1139236,923354
"South Africa",PERTUSSIS,Pertussis,AFR,2017,102,"DTP-containing vaccine, 3rd dose",DTPCV3,1139236,953670
"South Africa",DIPHTHERIA,Diphtheria,AFR,2017,4,"DTP-containing vaccine, 3rd dose",DTPCV3,1139236,953670
"South Africa",TTETANUS,"Total tetanus",AFR,2017,1,"DTP-containing vaccine, 3rd dose",DTPCV3,1139236,953670
Kenya,RUBELLA,Rubella,AFR,2017,14,"Rubella-containing vaccine, 1st dose",RCV1,1560933,1060964
Kenya,MEASLES,Measles,AFR,2017,63,"Measles-containing vaccine, 2nd dose",MCV2,1452719,505028
Kenya,MEASLES,Measles,AFR,2017,63,"Measles-containing vaccine, 1st dose",MCV1,1560933,1060964
Uganda,TTETANUS,"Total tetanus",AFR,2017,102,"DTP-containing vaccine, 1st dose",DTPCV1,1619973,1648657
Uganda,TTETANUS,"Total tetanus",AFR,2017,102,"DTP-containing vaccine, 3rd dose",DTPCV3,1619973,1528528
Uganda,MEASLES,Measles,AFR,2017,1021,"Measles-containing vaccine, 1st dose",MCV1,1619973,1349501
Uganda,NTETANUS,"Neonatal tetanus",AFR,2017,16,"Protection at birth (PAB) against neonatal tetanus",PAB,1827179,507701
"United Republic of Tanzania",RUBELLA,Rubella,AFR,2017,28,"Rubella-containing vaccine, 1st dose",RCV1,1929690,1941293
"United Republic of Tanzania",MEASLES,Measles,AFR,2017,852,"Measles-containing vaccine, 2nd dose",MCV2,1921328,1513368
"United Republic of Tanzania",MEASLES,Measles,AFR,2017,852,"Measles-containing vaccine, 1st dose",MCV1,1929690,1941293
Uganda,TTETANUS,"Total tetanus",AFR,2017,102,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1883690,1014033
Burundi,MEASLES,Measles,AFR,2017,18,"Measles-containing vaccine, 1st dose",MCV1,369202,333240
Burundi,MEASLES,Measles,AFR,2017,18,"Measles-containing vaccine, 2nd dose",MCV2,359223,264457
Burundi,RUBELLA,Rubella,AFR,2017,25,"Rubella-containing vaccine, 1st dose",RCV1,369202,333240
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2017,105,"DTP-containing vaccine, 1st dose",DTPCV1,762074,826628
Benin,MEASLES,Measles,AFR,2017,97,"Measles-containing vaccine, 1st dose",MCV1,349767,360162
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2017,105,"DTP-containing vaccine, 3rd dose",DTPCV3,762074,808698
Angola,MEASLES,Measles,AFR,2017,29,"Measles-containing vaccine, 2nd dose",MCV2,987965,299097
Angola,MEASLES,Measles,AFR,2017,29,"Measles-containing vaccine, 1st dose",MCV1,987965,704733
Togo,TTETANUS,"Total tetanus",AFR,2017,16,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,326938,252800
Togo,NTETANUS,"Neonatal tetanus",AFR,2017,16,"Protection at birth (PAB) against neonatal tetanus",PAB,326936,237738
Togo,MEASLES,Measles,AFR,2017,46,"Measles-containing vaccine, 1st dose",MCV1,301509,273126
Togo,TTETANUS,"Total tetanus",AFR,2017,16,"DTP-containing vaccine, 3rd dose",DTPCV3,301509,271814
Togo,TTETANUS,"Total tetanus",AFR,2017,16,"DTP-containing vaccine, 1st dose",DTPCV1,301509,278259
Eswatini,CRS,"Congenital rubella syndrome",AFR,2017,1,"Rubella-containing vaccine, 1st dose",RCV1,31704,24638
Chad,TTETANUS,"Total tetanus",AFR,2017,47,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,756102,564371
Chad,MEASLES,Measles,AFR,2017,9,"Measles-containing vaccine, 1st dose",MCV1,694528,475344
Chad,TTETANUS,"Total tetanus",AFR,2017,47,"DTP-containing vaccine, 3rd dose",DTPCV3,694528,532939
Chad,TTETANUS,"Total tetanus",AFR,2017,47,"DTP-containing vaccine, 1st dose",DTPCV1,694528,590637
"Burkina Faso",YFEVER,"Yellow fever",AFR,2017,5,"Yellow fever vaccine",YFV,762074,347328
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2017,105,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1081637,1031658
"Burkina Faso",RUBELLA,Rubella,AFR,2017,1,"Rubella-containing vaccine, 1st dose",RCV1,762074,769659
"Burkina Faso",NTETANUS,"Neonatal tetanus",AFR,2017,1,"Protection at birth (PAB) against neonatal tetanus",PAB,867778,613879
"Burkina Faso",MEASLES,Measles,AFR,2017,49,"Measles-containing vaccine, 2nd dose",MCV2,747362,598119
"Burkina Faso",MEASLES,Measles,AFR,2017,49,"Measles-containing vaccine, 1st dose",MCV1,762074,769659
"Equatorial Guinea",MEASLES,Measles,AFR,2017,1,"Measles-containing vaccine, 1st dose",MCV1,38440,20303
Congo,MEASLES,Measles,AFR,2017,958,"Measles-containing vaccine, 1st dose",MCV1,212222,148431
"Central African Republic",TTETANUS,"Total tetanus",AFR,2017,105,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,180393,113019
"Côte d'Ivoire",YFEVER,"Yellow fever",AFR,2017,11,"Yellow fever vaccine",YFV,931114,782149
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2017,138,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1013018,856294
"Côte d'Ivoire",MEASLES,Measles,AFR,2017,163,"Measles-containing vaccine, 1st dose",MCV1,931114,802427
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2017,138,"DTP-containing vaccine, 3rd dose",DTPCV3,931114,863182
"Côte d'Ivoire",PERTUSSIS,Pertussis,AFR,2017,1,"DTP-containing vaccine, 3rd dose",DTPCV3,931114,863182
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2017,138,"DTP-containing vaccine, 1st dose",DTPCV1,931114,882731
"Côte d'Ivoire",PERTUSSIS,Pertussis,AFR,2017,1,"DTP-containing vaccine, 1st dose",DTPCV1,931114,882731
Cameroon,TTETANUS,"Total tetanus",AFR,2017,51,"DTP-containing vaccine, 1st dose",DTPCV1,840654,780337
Cameroon,TTETANUS,"Total tetanus",AFR,2017,51,"DTP-containing vaccine, 3rd dose",DTPCV3,840654,719157
Cameroon,MEASLES,Measles,AFR,2017,712,"Measles-containing vaccine, 1st dose",MCV1,840654,650543
Cameroon,RUBELLA,Rubella,AFR,2017,711,"Rubella-containing vaccine, 1st dose",RCV1,840654,650543
Cameroon,TTETANUS,"Total tetanus",AFR,2017,51,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,892970,641719
Cameroon,YFEVER,"Yellow fever",AFR,2017,4,"Yellow fever vaccine",YFV,840654,656785
"Central African Republic",MEASLES,Measles,AFR,2017,801,"Measles-containing vaccine, 1st dose",MCV1,156685,78729
"Central African Republic",DIPHTHERIA,Diphtheria,AFR,2017,106,"DTP-containing vaccine, 3rd dose",DTPCV3,156685,83838
"Central African Republic",TTETANUS,"Total tetanus",AFR,2017,105,"DTP-containing vaccine, 3rd dose",DTPCV3,156685,83838
"Central African Republic",PERTUSSIS,Pertussis,AFR,2017,497,"DTP-containing vaccine, 3rd dose",DTPCV3,156685,83838
"Central African Republic",DIPHTHERIA,Diphtheria,AFR,2017,106,"DTP-containing vaccine, 1st dose",DTPCV1,156685,110095
"Central African Republic",TTETANUS,"Total tetanus",AFR,2017,105,"DTP-containing vaccine, 1st dose",DTPCV1,156685,110095
"Central African Republic",PERTUSSIS,Pertussis,AFR,2017,497,"DTP-containing vaccine, 1st dose",DTPCV1,156685,110095
Botswana,CRS,"Congenital rubella syndrome",AFR,2017,3,"Rubella-containing vaccine, 1st dose",RCV1,63349,46461
Botswana,RUBELLA,Rubella,AFR,2017,3,"Rubella-containing vaccine, 1st dose",RCV1,63349,46461
"Democratic Republic of the Congo",YFEVER,"Yellow fever",AFR,2017,2,"Yellow fever vaccine",YFV,3531819,3088043
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2017,939,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,4047932,3766798
"Democratic Republic of the Congo",POLIO,Poliomyelitis,AFR,2017,22,"Polio, 3rd dose",POL3,3531819,3263235
"Democratic Republic of the Congo",MEASLES,Measles,AFR,2017,45107,"Measles-containing vaccine, 1st dose",MCV1,3531819,3236990
"Democratic Republic of the Congo",POLIO,Poliomyelitis,AFR,2017,22,"Inactivated polio-containing vaccine, 1st dose",IPV1,3531819,2899134
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2017,939,"DTP-containing vaccine, 3rd dose",DTPCV3,3531819,3313773
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2017,1602,"DTP-containing vaccine, 3rd dose",DTPCV3,3531819,3313773
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2017,939,"DTP-containing vaccine, 1st dose",DTPCV1,3531819,3524619
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2017,1602,"DTP-containing vaccine, 1st dose",DTPCV1,3531819,3524619
"Democratic Republic of the Congo",POLIO,Poliomyelitis,AFR,2018,20,"Inactivated polio-containing vaccine, 1st dose",IPV1,3626556,3348133
"Côte d'Ivoire",YFEVER,"Yellow fever",AFR,2018,2,"Yellow fever vaccine",YFV,968359,867562
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2018,792,"DTP-containing vaccine, 1st dose",DTPCV1,3626556,3629729
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2018,1326,"DTP-containing vaccine, 1st dose",DTPCV1,3626556,3629729
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2018,792,"DTP-containing vaccine, 3rd dose",DTPCV3,3626556,3412759
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2018,1326,"DTP-containing vaccine, 3rd dose",DTPCV3,3626556,3412759
Cameroon,TTETANUS,"Total tetanus",AFR,2018,27,"DTP-containing vaccine, 1st dose",DTPCV1,861979,737554
"Democratic Republic of the Congo",MEASLES,Measles,AFR,2018,69693,"Measles-containing vaccine, 1st dose",MCV1,3626556,3324172
"Democratic Republic of the Congo",POLIO,Poliomyelitis,AFR,2018,20,"Polio, 3rd dose",POL3,3626556,3356171
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2018,792,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,4156510,3979245
"Democratic Republic of the Congo",YFEVER,"Yellow fever",AFR,2018,15,"Yellow fever vaccine",YFV,3626556,3330003
Cameroon,TTETANUS,"Total tetanus",AFR,2018,27,"DTP-containing vaccine, 3rd dose",DTPCV3,861979,681976
Cameroon,MEASLES,Measles,AFR,2018,814,"Measles-containing vaccine, 1st dose",MCV1,861979,611583
Cameroon,CRS,"Congenital rubella syndrome",AFR,2018,1,"Rubella-containing vaccine, 1st dose",RCV1,861979,611583
Cameroon,RUBELLA,Rubella,AFR,2018,693,"Rubella-containing vaccine, 1st dose",RCV1,861979,611583
Cameroon,TTETANUS,"Total tetanus",AFR,2018,27,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,915605,600824
Cameroon,YFEVER,"Yellow fever",AFR,2018,5,"Yellow fever vaccine",YFV,861979,634882
Congo,MEASLES,Measles,AFR,2018,28,"Measles-containing vaccine, 1st dose",MCV1,218586,164542
"Central African Republic",DIPHTHERIA,Diphtheria,AFR,2018,48,"DTP-containing vaccine, 1st dose",DTPCV1,159801,151978
"Central African Republic",PERTUSSIS,Pertussis,AFR,2018,612,"DTP-containing vaccine, 1st dose",DTPCV1,159801,151978
"Central African Republic",TTETANUS,"Total tetanus",AFR,2018,119,"DTP-containing vaccine, 1st dose",DTPCV1,159801,151978
"Central African Republic",DIPHTHERIA,Diphtheria,AFR,2018,48,"DTP-containing vaccine, 3rd dose",DTPCV3,159801,118376
"Central African Republic",PERTUSSIS,Pertussis,AFR,2018,612,"DTP-containing vaccine, 3rd dose",DTPCV3,159801,118376
"Central African Republic",TTETANUS,"Total tetanus",AFR,2018,119,"DTP-containing vaccine, 3rd dose",DTPCV3,159801,118376
Botswana,CRS,"Congenital rubella syndrome",AFR,2018,1,"Rubella-containing vaccine, 1st dose",RCV1,62953,49890
Botswana,RUBELLA,Rubella,AFR,2018,3,"Rubella-containing vaccine, 1st dose",RCV1,62953,49890
"Central African Republic",MEASLES,Measles,AFR,2018,224,"Measles-containing vaccine, 1st dose",MCV1,159801,115117
Congo,YFEVER,"Yellow fever",AFR,2018,1,"Yellow fever vaccine",YFV,218586,144268
"Central African Republic",YFEVER,"Yellow fever",AFR,2018,1,"Yellow fever vaccine",YFV,159801,112182
"Central African Republic",TTETANUS,"Total tetanus",AFR,2018,119,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,183984,164157
"Côte d'Ivoire",RUBELLA,Rubella,AFR,2018,197,"Rubella-containing vaccine, 1st dose",RCV1,930040,886850
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2018,368,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1080003,917238
"Côte d'Ivoire",PERTUSSIS,Pertussis,AFR,2018,4,"DTP-containing vaccine, 1st dose",DTPCV1,968359,963819
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2018,368,"DTP-containing vaccine, 1st dose",DTPCV1,968359,963819
"Côte d'Ivoire",PERTUSSIS,Pertussis,AFR,2018,4,"DTP-containing vaccine, 3rd dose",DTPCV3,968359,925178
"Côte d'Ivoire",TTETANUS,"Total tetanus",AFR,2018,368,"DTP-containing vaccine, 3rd dose",DTPCV3,968359,925178
"Côte d'Ivoire",MEASLES,Measles,AFR,2018,453,"Measles-containing vaccine, 1st dose",MCV1,968359,886850
Lesotho,MEASLES,Measles,AFR,2018,7,"Measles-containing vaccine, 2nd dose",MCV2,38114,17770
Lesotho,MEASLES,Measles,AFR,2018,7,"Measles-containing vaccine, 1st dose",MCV1,38114,23089
Liberia,TTETANUS,"Total tetanus",AFR,2018,14,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,998709,21151
Liberia,TTETANUS,"Total tetanus",AFR,2018,14,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,998709,10499
Liberia,YFEVER,"Yellow fever",AFR,2018,1,"Yellow fever vaccine",YFV,173688,145457
Liberia,TTETANUS,"Total tetanus",AFR,2018,14,"DTP-containing vaccine, 1st dose",DTPCV1,173688,181245
Liberia,TTETANUS,"Total tetanus",AFR,2018,14,"DTP-containing vaccine, 3rd dose",DTPCV3,173688,168772
Liberia,MEASLES,Measles,AFR,2018,3781,"Measles-containing vaccine, 1st dose",MCV1,173688,157311
Liberia,TTETANUS,"Total tetanus",AFR,2018,14,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,199742,147403
Gambia,TTETANUS,"Total tetanus",AFR,2018,3,"DTP-containing vaccine, 1st dose",DTPCV1,82127,77338
Gambia,TTETANUS,"Total tetanus",AFR,2018,3,"DTP-containing vaccine, 3rd dose",DTPCV3,82127,76366
Gambia,MEASLES,Measles,AFR,2018,4,"Measles-containing vaccine, 1st dose",MCV1,82127,74547
Gambia,MEASLES,Measles,AFR,2018,4,"Measles-containing vaccine, 2nd dose",MCV2,82127,58312
